fecha_mes,tpm_prom,tpm_cierre,ipc,imacec,tasa_desempleo,dolar_prom,dolar_cierre,libra_cobre_prom,libra_cobre_cierre
2014-09-01,3.3625,3.25,4.905575228,87.372380292488,6.7605499259606,593.4680000000001,601.66,3.1172230790166,3.1172230790166
2014-10-01,3.136363636363636,3.0,5.683268603,94.000625580328,6.5636702551218,589.98,576.65,3.0568810668602,3.0568810668602
2014-11-01,3.0,3.0,5.451905161,95.3287724996,6.2148680033327,592.4595,598.94,3.03961262814116,3.03961262814116
2014-12-01,3.0,3.0,4.646381038,99.349040900448,6.2055968190967,612.919,607.38,2.91343100789259,2.91343100789259
2015-01-01,3.0,3.0,4.540275754,90.417666680005,6.2266912629249,620.9095238095239,626.48,2.63804318243672,2.63804318243672
2015-02-01,3.0,3.0,4.399923758,87.073518075102,6.2152623703,623.6175000000001,617.67,2.58644198494058,2.58644198494058
2015-03-01,3.0,3.0,4.184044992,97.390514439681,6.2288644027975,628.5031818181818,626.87,2.68794339109135,2.68794339109135
2015-04-01,3.0,3.0,4.13628886,95.096728372158,6.3558414864696,614.7276190476191,606.82,2.73450058967613,2.73450058967613
2015-05-01,3.0,3.0,3.969235178,93.712205895916,6.7515088944151,607.5968421052631,617.45,2.85793794792706,2.85793794792706
2015-06-01,3.0,3.0,4.418892872,92.150143156088,6.6702240657655,629.9947619047618,634.58,2.64610813753062,2.64610813753062
2015-07-01,3.0,3.0,4.617367017,88.231811991162,6.6916061135188,650.1395454545454,672.19,2.47523813843781,2.47523813843781
2015-08-01,3.0,3.0,4.983354035,90.888637975423,6.5585027061965,688.1157142857143,690.12,2.30832350539781,2.30832350539781
2015-09-01,3.0,3.0,4.644814218,89.969027331847,6.5439997153519,691.7290476190476,704.68,2.36237412682573,2.36237412682573
2015-10-01,3.130952380952381,3.25,3.989201299,95.106440692775,6.4452389584113,685.3142857142857,690.34,2.36896035562007,2.36896035562007
2015-11-01,3.25,3.25,3.936670218,97.421909724648,6.1748227596574,704.002380952381,712.63,2.18100335661798,2.18100335661798
2015-12-01,3.35,3.5,4.378512128,101.42633911097,5.8704192154739,704.238,707.34,2.09970062596389,2.09970062596389
2016-01-01,3.5,3.5,4.78865697,92.082792234138,5.9174359863914,721.9480000000001,711.72,2.02429012065681,2.02429012065681
2016-02-01,3.5,3.5,4.711605388,90.823609958958,6.0461631026577,704.084761904762,689.18,2.08449605370589,2.08449605370589
2016-03-01,3.5,3.5,4.452043606,100.17965075824,6.49049906407,682.0677272727272,675.1,2.24419395808764,2.24419395808764
2016-04-01,3.5,3.5,4.193554355,95.675414396105,6.6052157884769,669.932380952381,663.4,2.2004535970244,2.2004535970244
2016-05-01,3.5,3.5,4.243247017,95.636998859548,7.027192121286,681.8704545454545,690.27,2.13569354985031,2.13569354985031
2016-06-01,3.5,3.5,4.207236093,93.198731794271,7.0180202335965,681.0719047619048,661.49,2.10044452508392,2.10044452508392
2016-07-01,3.5,3.5,4.019577954,89.160380103014,7.2671162502907,657.5671428571428,664.94,2.20257189512837,2.20257189512837
2016-08-01,3.5,3.5,3.371957206,93.789747944194,7.0704324272928,658.8904545454545,673.17,2.15830536151683,2.15830536151683
2016-09-01,3.5,3.5,3.096003414,91.494745099879,7.0307198781385,668.632380952381,659.08,2.13516284133176,2.13516284133176
2016-10-01,3.5,3.5,2.847420881,94.731691176603,6.6808261954863,663.922105263158,651.65,2.14648462306087,2.14648462306087
2016-11-01,3.5,3.5,2.929212807,98.699999126543,6.4033831152142,666.117619047619,675.48,2.46904200308446,2.46904200308446
2016-12-01,3.5,3.5,2.70872463,103.02566861012,6.2004127300428,667.1680952380952,667.29,2.57019413952644,2.57019413952644
2017-01-01,3.404761904761905,3.25,2.779694999,92.497622169324,6.3693701245487,661.1942857142857,648.87,2.60248117572349,2.60248117572349
2017-02-01,3.25,3.25,2.740156105,89.148005380232,6.7713485956733,643.2095,645.19,2.69506940034473,2.69506940034473
2017-03-01,3.130434782608696,3.0,2.743114984,100.45563676548,7.0402289496768,661.2026086956522,662.66,2.64062414950558,2.64062414950558
2017-04-01,2.875,2.75,2.654498864,95.359503851237,7.0779779734202,655.7433333333333,664.28,2.5844461580332,2.5844461580332
2017-05-01,2.647727272727273,2.5,2.554555489,96.948867824757,7.326344790601,671.5395454545454,675.31,2.53628776195228,2.53628776195228
2017-06-01,2.5,2.5,1.697359285,94.232194643779,7.3125193579654,665.1533333333334,663.21,2.58526716864737,2.58526716864737
2017-07-01,2.5,2.5,1.696528347,90.896341183784,7.2167784939905,658.1714285714286,651.58,2.71187517009888,2.71187517009888
2017-08-01,2.5,2.5,1.852339995,95.883750539008,6.9075946714037,644.2418181818182,628.36,2.9384831715504,2.9384831715504
2017-09-01,2.5,2.5,1.451457527,92.848000807428,6.9952969791219,625.5415789473685,636.85,2.98611539508301,2.98611539508301
2017-10-01,2.5,2.5,1.877807382,97.831789204845,6.984697394799,629.5465,636.49,3.08327587771024,3.08327587771024
2017-11-01,2.5,2.5,1.910216932,102.10587787944,6.7039187219485,633.7676190476191,642.41,3.09605824185793,3.09605824185793
2017-12-01,2.5,2.5,2.269593636,105.7491939013,6.5126532130199,636.9236842105263,615.22,3.08498593849224,3.08498593849224
2018-01-01,2.5,2.5,2.188650739,96.902527717273,6.8254374445719,605.5286363636363,604.42,3.21160301188424,3.21160301188424
2018-02-01,2.5,2.5,2.050328241,92.866827911117,7.0100532120791,596.839,589.15,3.17599564546857,3.17599564546857
2018-03-01,2.5,2.5,1.866031768,105.27264033824,7.3760875809755,603.4452380952381,605.26,3.08253651456047,3.08253651456047
2018-04-01,2.5,2.5,1.894659899,102.01646828916,6.9937939491544,600.547619047619,605.74,3.10194593123469,3.10194593123469
2018-05-01,2.5,2.5,2.028635762,101.52246775893,7.3814464950714,626.1190476190476,628.33,3.09433003719496,3.09433003719496
2018-06-01,2.5,2.5,2.522171153,98.316622477765,7.5137144929646,636.1461904761904,647.95,3.15467204935136,3.15467204935136
2018-07-01,2.5,2.5,2.607997583,93.700993978119,7.8534584611052,652.4069999999999,638.79,2.83415585593759,2.83415585593759
2018-08-01,2.5,2.5,2.487561625,98.203196939308,7.7190711079047,656.2509090909091,675.38,2.73961262814116,2.73961262814116
